type,id,time,travelTime,carsInSegment,score
match,'002001,1267997370.433,19.863,0,0.28
match,'003002,1267997372.359,99.506,16,0.14
match,'003002,1267997374.764,100.358,16,0.04
match,'003002,1267997382.541,103.994,17,0.09
match,'003002,1267997403.819,121.302,17,0.25
match,'003002,1267997416.609,132.553,16,0.12
match,'003002,1267997424.812,97.242,14,0.05
match,'003002,1267997430.526,101.526,13,0.06
match,'003002,1267997437.428,68.903,8,0.16
match,'003002,1267997441.750,67.741,6,0.12
match,'003002,1267997443.398,67.600,5,0.09
match,'003002,1267997448.370,64.253,4,0.08
match,'003002,1267997451.002,62.557,3,0.14
match,'002001,1267997454.452,79.688,25,0.13
match,'002001,1267997461.377,67.976,19,0.22
match,'002001,1267997464.160,60.341,18,0.11
match,'002001,1267997465.828,60.016,17,0.15
match,'002001,1267997469.324,52.715,13,0.22
match,'002001,1267997477.038,53.218,12,0.28
match,'003002,1267997494.604,49.261,5,0.29
match,'003002,1267997564.957,80.372,13,0.21
match,'003002,1267997568.834,79.022,12,0.17
match,'003002,1267997573.210,79.336,10,0.21
match,'002001,1267997575.097,148.144,19,0.25
match,'002001,1267997581.034,145.835,16,0.12
match,'002001,1267997588.011,57.691,8,0.14
match,'002001,1267997590.776,54.542,8,0.14
match,'002001,1267997597.082,32.125,7,0.16
match,'002001,1267997601.877,28.667,4,0.18
match,'003002,1267997622.913,127.327,17,0.23
match,'003002,1267997628.252,110.469,14,0.23
match,'003002,1267997656.953,106.014,8,0.28
match,'002001,1267997664.066,45.949,6,0.20
match,'003002,1267997665.871,68.387,3,0.24
match,'002001,1267997667.496,39.244,5,0.15
match,'002001,1267997684.816,18.945,1,0.24
match,'003002,1267997709.613,109.191,20,0.25
match,'003002,1267997769.706,84.246,16,0.10
match,'003002,1267997773.655,86.382,15,0.10
match,'003002,1267997782.039,88.648,12,0.06
match,'002001,1267997786.921,30.375,6,0.15
match,'002001,1267997793.459,19.804,2,0.19
match,'003002,1267997810.924,112.446,15,0.22
match,'003002,1267997813.198,107.894,13,0.04
match,'003002,1267997815.226,108.141,13,0.28
match,'003002,1267997869.039,151.123,16,0.09
match,'003002,1267997879.519,61.707,5,0.19
match,'003002,1267997881.502,58.626,4,0.21
match,'002001,1267997887.363,87.974,21,0.22
match,'002001,1267997889.175,78.251,20,0.27
match,'002001,1267997891.053,77.855,19,0.14
match,'002001,1267997897.339,72.962,16,0.21
match,'002001,1267997902.218,59.313,14,0.10
match,'002001,1267997905.574,58.918,13,0.11
match,'003002,1267997974.632,96.591,17,0.28
match,'003002,1267997981.078,98.157,17,0.18
match,'003002,1267997983.538,98.287,16,0.04
match,'003002,1267997986.562,99.664,16,0.13
match,'003002,1267997996.671,89.000,10,0.14
match,'003002,1267998000.984,72.413,6,0.04
match,'002001,1267998002.097,148.965,31,0.20
match,'002001,1267998007.707,122.082,21,0.13
match,'002001,1267998022.621,89.384,16,0.29
match,'002001,1267998024.152,69.059,12,0.08
match,'003002,1267998081.334,101.926,13,0.17
match,'003002,1267998083.245,71.119,10,0.16
match,'003002,1267998087.062,70.850,8,0.15
match,'003002,1267998105.105,68.621,6,0.20
match,'003002,1267998106.795,68.317,5,0.12
match,'002001,1267998116.796,142.164,26,0.22
match,'002001,1267998120.886,23.262,4,0.22
match,'002001,1267998130.291,23.496,1,0.20
match,'003002,1267998178.292,82.877,13,0.29
match,'003002,1267998197.597,98.630,13,0.18
match,'003002,1267998200.885,72.446,8,0.18
match,'003002,1267998202.691,69.638,6,0.04
match,'003002,1267998208.078,63.037,6,0.14
match,'002001,1267998216.113,83.449,12,0.19
match,'002001,1267998224.277,40.879,10,0.27
match,'002001,1267998226.644,31.872,6,0.23
match,'002001,1267998231.206,28.515,2,0.20
match,'002001,1267998232.959,24.881,0,0.12
match,'003002,1267998287.476,109.420,15,0.22
match,'003002,1267998303.726,107.952,15,0.20
match,'003002,1267998314.398,78.334,10,0.14
match,'003002,1267998315.796,76.756,10,0.17
match,'002001,1267998325.515,62.852,13,0.12
match,'002001,1267998332.464,42.473,11,0.22
match,'002001,1267998338.101,22.305,2,0.08
match,'003002,1267998343.499,90.708,9,0.15
match,'003002,1267998413.171,157.375,19,0.13
match,'003002,1267998417.312,127.623,16,0.11
match,'003002,1267998423.631,103.083,14,0.09
match,'003002,1267998427.944,77.350,9,0.11
match,'003002,1267998431.164,74.389,7,0.20
match,'002001,1267998443.527,125.239,19,0.17
match,'002001,1267998444.862,61.167,11,0.16
match,'002001,1267998446.875,58.637,10,0.18
match,'002001,1267998453.753,43.985,9,0.22
match,'002001,1267998461.089,43.777,6,0.24
match,'003002,1267998463.679,100.662,15,0.15
match,'002001,1267998472.152,46.818,5,0.08
match,'003002,1267998501.144,136.447,17,0.09
match,'003002,1267998510.363,101.724,13,0.28
match,'003002,1267998526.207,87.472,12,0.12
match,'003002,1267998528.414,86.859,11,0.12
match,'003002,1267998533.502,87.696,11,0.21
match,'002001,1267998533.553,105.609,12,0.22
match,'002001,1267998535.792,69.851,10,0.12
match,'003002,1267998535.834,74.927,7,0.10
match,'002001,1267998537.148,36.004,7,0.27
match,'002001,1267998541.120,30.757,8,0.13
match,'002001,1267998543.746,10.244,3,0.28
match,'002001,1267998553.445,17.611,3,0.24
match,'003002,1267998604.291,71.869,14,0.13
match,'003002,1267998629.828,91.194,15,0.06
match,'003002,1267998632.582,91.502,14,0.23
match,'003002,1267998638.164,71.280,14,0.06
match,'003002,1267998643.491,70.085,13,0.08
match,'003002,1267998645.277,68.542,13,0.28
match,'002001,1267998648.414,86.602,11,0.24
match,'002001,1267998655.359,41.289,6,0.19
match,'002001,1267998657.121,41.567,5,0.18
match,'002001,1267998660.656,30.828,4,0.25
match,'002001,1267998663.105,24.941,3,0.26
match,'003002,1267998717.987,137.659,27,0.25
match,'002001,1267998725.761,55.410,6,0.24
match,'003002,1267998731.756,98.450,21,0.06
match,'003002,1267998732.937,98.218,20,0.09
match,'003002,1267998735.746,98.575,19,0.23
match,'003002,1267998739.265,94.537,15,0.29
match,'003002,1267998741.222,82.237,13,0.13
match,'003002,1267998743.089,76.081,12,0.21
match,'003002,1267998746.101,65.615,8,0.10
match,'003002,1267998747.502,65.400,8,0.14
match,'002001,1267998762.128,44.141,11,0.13
match,'002001,1267998766.636,40.223,9,0.19
match,'002001,1267998769.097,37.341,8,0.17
match,'002001,1267998770.378,37.441,7,0.16
match,'002001,1267998773.832,38.086,6,0.22
match,'002001,1267998779.855,33.754,2,0.13
match,'003002,1267998842.940,155.353,20,0.05
match,'003002,1267998845.409,155.681,19,0.03
match,'003002,1267998847.358,136.904,18,0.07
match,'003002,1267998849.877,109.586,17,0.28
match,'003002,1267998851.589,109.573,17,0.21
match,'003002,1267998854.546,106.983,16,0.25
match,'003002,1267998856.725,85.692,12,0.09
match,'003002,1267998858.499,85.091,13,0.13
match,'003002,1267998862.640,86.030,13,0.12
match,'002001,1267998869.550,75.871,19,0.13
match,'002001,1267998880.582,42.250,13,0.11
match,'003002,1267998886.656,103.375,15,0.16
match,'002001,1267998887.617,40.259,10,0.28
match,'002001,1267998897.027,40.302,8,0.16
match,'003002,1267998947.296,157.326,24,0.21
match,'003002,1267998949.109,97.858,21,0.09
match,'003002,1267998953.113,96.065,18,0.09
match,'002001,1267998965.593,73.813,13,0.16
match,'003002,1267998968.577,109.091,16,0.28
match,'002001,1267998975.678,51.178,10,0.12
match,'002001,1267998997.425,50.129,6,0.07
match,'003002,1267999008.678,108.731,14,0.17
match,'003002,1267999013.237,111.012,13,0.24
match,'003002,1267999045.756,141.286,14,0.25
match,'003002,1267999047.916,141.604,13,0.14
match,'003002,1267999051.596,79.438,10,0.24
match,'003002,1267999066.152,85.411,9,0.24
match,'003002,1267999070.218,79.719,6,0.06
match,'003002,1267999075.070,79.983,4,0.13
match,'003002,1267999080.519,80.503,4,0.27
match,'002001,1267999096.651,21.581,4,0.12
match,'003002,1267999142.828,121.070,13,0.05
match,'003002,1267999173.015,70.640,7,0.14
match,'002001,1267999180.936,65.905,6,0.25
match,'002001,1267999182.480,39.652,5,0.12
match,'002001,1267999185.901,37.043,5,0.25
match,'002001,1267999189.424,22.842,4,0.14
match,'003002,1267999224.698,111.760,16,0.29
match,'003002,1267999273.554,137.592,16,0.15
match,'003002,1267999288.846,71.840,11,0.20
match,'002001,1267999289.257,72.574,10,0.08
match,'002001,1267999291.049,66.351,9,0.20
match,'003002,1267999293.929,75.045,10,0.15
match,'002001,1267999294.511,31.934,10,0.28
match,'002001,1267999298.625,26.512,8,0.20
match,'002001,1267999300.144,26.590,7,0.19
match,'002001,1267999311.663,17.734,1,0.27
match,'003002,1267999384.230,145.770,18,0.13
match,'003002,1267999390.492,109.951,13,0.13
match,'003002,1267999395.791,76.149,10,0.09
match,'003002,1267999399.303,68.670,8,0.11
match,'003002,1267999400.996,69.121,8,0.06
match,'002001,1267999413.332,81.638,12,0.22
match,'002001,1267999419.522,33.300,8,0.27
match,'002001,1267999423.006,32.514,5,0.11
match,'002001,1267999429.160,28.164,1,0.18
match,'002001,1267999467.960,51.664,3,0.28
match,'002001,1267999481.152,41.547,2,0.24
match,'003002,1267999488.897,96.866,20,0.06
match,'003002,1267999495.690,97.868,18,0.07
match,'003002,1267999501.182,100.777,17,0.19
match,'003002,1267999503.621,74.877,10,0.19
match,'002001,1267999504.390,27.806,8,0.20
match,'003002,1267999510.515,78.602,12,0.05
match,'002001,1267999518.054,32.648,8,0.15
match,'002001,1267999521.456,25.766,6,0.20
match,'003002,1267999546.265,110.615,17,0.26
match,'003002,1267999548.308,105.885,14,0.19
match,'003002,1267999595.971,131.526,15,0.14
match,'003002,1267999600.694,95.266,13,0.28
match,'003002,1267999606.242,73.117,10,0.10
match,'003002,1267999612.761,72.169,9,0.12
match,'003002,1267999615.015,68.912,8,0.23
match,'002001,1267999616.526,31.706,8,0.28
match,'002001,1267999630.082,34.111,7,0.26
match,'002001,1267999635.565,26.809,3,0.28
match,'002001,1267999640.386,27.625,2,0.27
match,'003002,1267999667.995,116.736,20,0.21
match,'003002,1267999701.799,148.329,20,0.08
match,'003002,1267999706.636,100.894,17,0.26
match,'003002,1267999719.166,75.719,12,0.13
match,'003002,1267999722.125,76.467,11,0.04
match,'002001,1267999739.019,19.853,3,0.19
match,'003002,1267999759.335,105.665,17,0.20
match,'003002,1267999764.674,108.315,18,0.13
match,'003002,1267999809.584,151.452,17,0.24
match,'003002,1267999816.355,115.166,16,0.26
match,'003002,1267999821.250,117.288,17,0.23
match,'003002,1267999823.789,118.150,16,0.12
match,'003002,1267999831.174,86.354,13,0.25
match,'003002,1267999832.940,84.759,12,0.06
match,'002001,1267999835.714,37.472,12,0.28
match,'002001,1267999840.066,32.891,10,0.16
match,'002001,1267999841.089,28.941,8,0.07
match,'002001,1267999846.652,22.863,4,0.09
match,'003002,1267999855.916,101.727,8,0.19
match,'003002,1267999862.867,101.850,8,0.07
match,'002001,1267999906.733,72.503,8,0.25
match,'003002,1267999926.881,105.864,12,0.24
match,'003002,1267999930.612,60.519,6,0.02
match,'002001,1267999937.690,77.815,9,0.21
match,'002001,1267999940.941,78.074,8,0.17
match,'002001,1267999942.967,77.686,7,0.05
match,'002001,1267999944.597,75.466,6,0.21
match,'002001,1267999946.238,74.996,5,0.21
match,'002001,1267999948.222,26.910,4,0.23
match,'002001,1267999963.121,25.611,0,0.25
match,'003002,1267999965.722,87.933,8,0.21
match,'003002,1268000010.656,93.061,16,0.25
match,'003002,1268000013.702,91.944,14,0.11
match,'003002,1268000027.714,69.824,11,0.06
match,'003002,1268000029.737,68.806,10,0.10
match,'003002,1268000033.539,66.139,9,0.10
match,'002001,1268000052.545,38.843,8,0.21
match,'002001,1268000061.577,28.038,3,0.09
match,'003002,1268000093.870,125.145,17,0.13
match,'003002,1268000107.823,136.095,16,0.09
match,'003002,1268000121.702,136.959,12,0.04
match,'003002,1268000122.871,83.512,10,0.12
match,'003002,1268000125.608,54.989,7,0.23
match,'003002,1268000145.480,71.822,9,0.11
match,'002001,1268000158.046,71.523,11,0.18
match,'002001,1268000162.410,68.540,8,0.09
match,'002001,1268000170.862,63.039,7,0.20
match,'003002,1268000195.328,119.704,13,0.16
match,'003002,1268000197.398,115.327,12,0.16
match,'003002,1268000242.210,69.396,7,0.12
match,'003002,1268000250.624,66.849,6,0.09
match,'002001,1268000274.253,148.645,15,0.22
match,'002001,1268000276.296,136.640,14,0.18
match,'002001,1268000286.281,88.883,7,0.22
match,'002001,1268000288.898,46.688,3,0.14
match,'003002,1268000315.386,129.955,17,0.20
match,'003002,1268000336.628,120.767,12,0.29
match,'003002,1268000338.535,79.826,11,0.02
match,'003002,1268000340.694,79.864,10,0.11
match,'003002,1268000355.722,71.353,6,0.17
match,'003002,1268000359.492,70.217,4,0.18
match,'003002,1268000364.987,72.738,4,0.11
match,'002001,1268000369.398,86.653,17,0.26
match,'002001,1268000375.160,68.185,15,0.20
match,'002001,1268000377.002,66.405,14,0.17
match,'002001,1268000379.410,64.024,13,0.13
match,'002001,1268000381.539,59.247,11,0.17
match,'002001,1268000388.535,51.907,8,0.08
match,'002001,1268000394.702,35.210,3,0.13
match,'002001,1268000397.113,35.805,2,0.14
match,'003002,1268000462.402,160.565,15,0.23
match,'003002,1268000465.125,72.428,10,0.15
match,'003002,1268000478.975,73.716,9,0.11
match,'002001,1268000483.933,72.941,9,0.24
match,'002001,1268000491.573,41.167,6,0.19
match,'002001,1268000497.207,32.082,4,0.19
match,'003002,1268000497.983,87.227,9,0.11
match,'003002,1268000586.956,82.066,12,0.13
match,'003002,1268000588.937,76.904,11,0.12
match,'003002,1268000590.960,76.724,10,0.05
match,'002001,1268000591.167,73.317,13,0.21
match,'002001,1268000604.007,38.281,8,0.18
match,'002001,1268000609.991,29.062,3,0.19
match,'002001,1268000614.905,25.968,1,0.20
match,'002001,1268000616.421,25.461,1,0.13
match,'003002,1268000618.597,94.572,19,0.19
match,'003002,1268000622.542,39.840,15,0.27
match,'003002,1268000667.113,82.778,20,0.06
match,'003002,1268000672.750,85.530,19,0.08
match,'003002,1268000675.210,71.334,16,0.16
match,'003002,1268000680.125,73.696,14,0.18
match,'003002,1268000681.976,70.702,11,0.06
match,'003002,1268000683.659,67.590,11,0.27
match,'003002,1268000694.791,71.868,8,0.04
match,'002001,1268000704.698,83.758,15,0.19
match,'002001,1268000710.440,85.867,13,0.15
match,'002001,1268000712.144,57.419,11,0.24
match,'002001,1268000715.467,42.717,9,0.14
match,'002001,1268000717.828,42.618,8,0.08
match,'002001,1268000719.588,42.640,7,0.21
match,'002001,1268000721.506,41.381,6,0.25
match,'002001,1268000723.375,25.454,0,0.18
match,'003002,1268000731.113,104.349,18,0.05
match,'003002,1268000733.929,103.530,17,0.25
match,'003002,1268000779.207,79.995,13,0.06
match,'003002,1268000780.901,72.103,11,0.26
match,'003002,1268000784.203,73.071,10,0.17
match,'003002,1268000785.944,68.927,8,0.19
match,'003002,1268000788.089,69.182,7,0.26
match,'002001,1268000790.527,29.927,9,0.09
match,'003002,1268000791.936,70.466,6,0.12
match,'003002,1268000795.250,70.561,6,0.13
match,'003002,1268000797.730,70.145,6,0.19
match,'002001,1268000817.558,42.161,9,0.26
match,'002001,1268000825.488,39.544,5,0.12
match,'002001,1268000828.656,30.926,1,0.26
match,'002001,1268000833.531,32.239,0,0.20
match,'003002,1268000889.381,159.654,16,0.15
match,'003002,1268000890.920,97.585,13,0.27
match,'003002,1268000900.613,98.193,8,0.27
match,'003002,1268000902.589,72.621,7,0.16
match,'003002,1268000908.749,63.000,4,0.13
match,'002001,1268000916.074,77.977,15,0.26
match,'002001,1268000919.699,80.091,14,0.15
match,'002001,1268000921.621,76.912,12,0.11
match,'002001,1268000928.339,52.562,9,0.15
match,'002001,1268000931.281,45.696,8,0.18
match,'002001,1268000937.785,44.818,5,0.22
match,'002001,1268000939.343,44.156,4,0.22
match,'002001,1268000941.627,39.038,2,0.17
match,'003002,1268000999.398,95.984,16,0.24
match,'003002,1268001001.639,92.481,13,0.11
match,'003002,1268001022.834,85.037,8,0.09
match,'002001,1268001024.745,115.996,14,0.24
match,'002001,1268001029.613,81.160,12,0.22
match,'002001,1268001031.195,80.181,11,0.14
match,'002001,1268001036.191,80.102,9,0.18
match,'002001,1268001039.031,72.524,5,0.27
match,'002001,1268001041.753,40.114,2,0.25
match,'003002,1268001098.816,157.441,19,0.09
match,'003002,1268001102.062,67.506,11,0.07
match,'003002,1268001109.167,57.400,8,0.24
match,'002001,1268001134.097,78.828,8,0.18
match,'003002,1268001166.554,108.148,12,0.26
match,'003002,1268001171.038,68.022,9,0.23
match,'003002,1268001182.632,75.927,8,0.09
match,'003002,1268001220.780,66.139,8,0.25
match,'003002,1268001237.117,71.608,5,0.05
match,'002001,1268001244.600,73.562,8,0.12
match,'003002,1268001255.319,85.630,6,0.15
match,'003002,1268001342.621,85.918,7,0.16
match,'003002,1268001351.851,88.555,9,0.18
match,'002001,1268001363.105,176.317,22,0.21
match,'002001,1268001369.167,110.074,14,0.16
match,'003002,1268001405.979,63.051,11,0.12
match,'003002,1268001435.171,87.920,11,0.25
match,'003002,1268001441.128,71.423,10,0.08
match,'003002,1268001445.034,72.207,9,0.04
match,'002001,1268001446.460,97.796,16,0.19
match,'003002,1268001448.265,70.717,8,0.07
match,'002001,1268001463.375,58.892,10,0.09
match,'002001,1268001465.261,59.282,9,0.15
match,'002001,1268001471.667,30.539,3,0.17
match,'003002,1268001514.546,131.341,18,0.15
match,'003002,1268001546.834,112.934,19,0.05
match,'003002,1268001549.136,109.221,17,0.27
match,'003002,1268001554.609,111.881,17,0.08
match,'002001,1268001558.897,76.397,10,0.11
match,'003002,1268001563.284,88.308,16,0.17
match,'002001,1268001564.199,49.653,10,0.11
match,'002001,1268001580.691,19.824,2,0.05
match,'002001,1268001584.082,20.798,1,0.22
match,'003002,1268001591.082,112.495,19,0.23
match,'003002,1268001592.714,110.801,17,0.12
match,'003002,1268001594.026,107.862,16,0.15
match,'003002,1268001654.339,156.315,17,0.19
match,'003002,1268001658.210,121.318,13,0.25
match,'003002,1268001659.535,120.708,12,0.07
match,'003002,1268001661.046,97.295,10,0.05
match,'003002,1268001664.363,86.588,10,0.24
match,'002001,1268001683.250,72.196,13,0.19
match,'002001,1268001689.328,73.172,11,0.24
match,'002001,1268001693.342,65.905,10,0.04
match,'002001,1268001694.928,43.991,8,0.07
match,'002001,1268001700.741,42.531,5,0.17
match,'002001,1268001702.592,43.057,4,0.13
match,'003002,1268001704.601,114.787,13,0.16
match,'002001,1268001704.957,43.911,3,0.16
match,'003002,1268001706.850,108.936,12,0.20
match,'003002,1268001709.386,108.973,12,0.03
match,'002001,1268001713.467,43.944,4,0.25
match,'003002,1268001757.940,61.626,8,0.10
match,'002001,1268001783.507,78.906,12,0.14
match,'002001,1268001791.979,62.402,7,0.08
match,'002001,1268001796.230,44.957,5,0.10
match,'003002,1268001856.061,151.404,22,0.27
match,'003002,1268001868.343,158.209,19,0.11
match,'003002,1268001872.207,159.660,19,0.14
match,'002001,1268001875.765,63.224,10,0.25
match,'003002,1268001876.756,113.387,15,0.06
match,'003002,1268001878.117,109.991,13,0.08
match,'002001,1268001879.436,60.530,12,0.22
match,'003002,1268001879.663,109.513,12,0.14
match,'002001,1268001883.394,31.309,10,0.18
match,'003002,1268001888.386,93.128,9,0.28
match,'002001,1268001889.187,33.126,11,0.11
match,'002001,1268001890.468,32.695,10,0.23
match,'002001,1268001898.842,24.737,5,0.24
match,'003002,1268001918.573,120.697,13,0.15
match,'003002,1268001920.437,117.577,13,0.10
match,'003002,1268001929.656,119.485,15,0.23
match,'003002,1268001973.924,101.932,12,0.23
match,'003002,1268001981.389,73.593,10,0.12
match,'003002,1268001985.522,73.356,10,0.13
match,'003002,1268001990.449,70.551,9,0.09
match,'002001,1268001996.042,107.656,23,0.29
match,'002001,1268001999.256,80.683,20,0.22
match,'002001,1268002001.035,80.598,19,0.27
match,'002001,1268002003.222,80.437,18,0.21
match,'002001,1268002007.414,74.998,14,0.22
match,'002001,1268002009.741,70.831,12,0.20
match,'002001,1268002012.378,67.031,11,0.14
match,'003002,1268002014.203,88.071,10,0.21
match,'002001,1268002014.230,65.121,11,0.26
match,'002001,1268002015.886,63.441,10,0.28
match,'002001,1268002017.867,60.568,9,0.25
match,'002001,1268002019.924,46.000,8,0.23
match,'002001,1268002022.363,40.974,6,0.11
match,'002001,1268002024.214,38.692,4,0.27
match,'002001,1268002027.308,36.859,3,0.29
match,'003002,1268002063.953,135.678,18,0.20
match,'003002,1268002082.132,152.428,20,0.11
match,'003002,1268002087.167,142.572,20,0.06
match,'003002,1268002090.539,96.811,14,0.24
match,'003002,1268002096.671,81.087,13,0.04
match,'002001,1268002102.038,60.132,10,0.28
match,'002001,1268002105.195,52.149,10,0.16
match,'002001,1268002109.125,47.016,9,0.09
match,'002001,1268002113.417,36.992,7,0.27
match,'002001,1268002115.296,33.164,5,0.17
match,'002001,1268002117.410,30.243,4,0.17
match,'002001,1268002119.264,28.725,3,0.16
match,'003002,1268002121.791,93.151,12,0.12
match,'003002,1268002161.862,123.605,17,0.12
match,'003002,1268002182.350,100.646,13,0.12
match,'003002,1268002184.320,99.889,12,0.17
match,'003002,1268002199.207,73.325,10,0.07
match,'002001,1268002217.390,80.890,13,0.08
match,'002001,1268002220.745,62.624,10,0.21
match,'002001,1268002225.006,40.686,5,0.21
match,'003002,1268002308.760,181.149,22,0.15
match,'002001,1268002313.792,72.250,5,0.14
match,'002001,1268002317.359,71.587,5,0.24
match,'003002,1268002318.167,130.564,20,0.14
match,'002001,1268002319.269,70.977,5,0.08
match,'003002,1268002353.679,128.149,24,0.24
match,'003002,1268002369.226,134.930,24,0.27
match,'003002,1268002391.967,63.670,9,0.19
match,'003002,1268002394.053,45.959,5,0.11
match,'003002,1268002424.937,74.563,6,0.17
match,'002001,1268002428.526,72.106,13,0.23
match,'002001,1268002430.136,71.645,12,0.16
match,'002001,1268002431.495,62.269,10,0.25
match,'002001,1268002438.963,46.996,8,0.10
match,'002001,1268002444.417,39.516,5,0.12
match,'002001,1268002449.316,41.321,4,0.27
match,'003002,1268002506.604,150.259,14,0.28
match,'003002,1268002510.382,152.201,13,0.23
match,'003002,1268002514.968,103.032,12,0.04
match,'003002,1268002521.823,72.306,11,0.17
match,'002001,1268002523.749,65.421,9,0.17
match,'002001,1268002526.659,49.499,7,0.29
match,'002001,1268002532.117,42.876,7,0.15
match,'002001,1268002534.417,27.813,7,0.26
match,'003002,1268002535.256,74.122,7,0.20
match,'002001,1268002535.941,22.887,5,0.21
match,'002001,1268002537.457,22.489,5,0.07
match,'002001,1268002553.941,20.727,1,0.25
match,'002001,1268002559.398,24.142,0,0.16
match,'003002,1268002605.394,94.927,17,0.08
match,'003002,1268002625.996,69.065,16,0.09
match,'002001,1268002639.795,72.148,11,0.18
match,'003002,1268002641.780,76.297,13,0.16
match,'002001,1268002643.933,69.851,9,0.20
match,'002001,1268002646.245,49.672,7,0.21
match,'003002,1268002704.045,128.451,15,0.14
match,'003002,1268002708.963,131.534,15,0.23
match,'003002,1268002714.800,98.268,15,0.12
match,'003002,1268002720.167,100.433,14,0.24
match,'003002,1268002725.457,103.221,14,0.12
match,'003002,1268002742.531,119.024,14,0.24
match,'002001,1268002750.206,46.161,9,0.20
match,'002001,1268002757.851,43.051,6,0.17
match,'002001,1268002760.738,40.571,5,0.22
match,'002001,1268002762.667,33.609,3,0.19
match,'003002,1268002783.039,114.883,21,0.24
match,'003002,1268002829.683,119.636,18,0.23
match,'003002,1268002830.917,119.009,17,0.14
match,'003002,1268002842.670,81.692,14,0.24
match,'003002,1268002845.042,79.096,12,0.13
match,'002001,1268002853.519,70.480,15,0.17
match,'002001,1268002857.628,48.765,12,0.16
match,'003002,1268002859.441,71.566,4,0.18
match,'002001,1268002860.164,43.110,12,0.18
match,'002001,1268002864.089,34.406,10,0.27
match,'002001,1268002870.338,29.531,8,0.21
match,'002001,1268002872.574,29.904,7,0.21
match,'002001,1268002878.121,24.840,3,0.07
match,'003002,1268002939.437,105.490,11,0.15
match,'003002,1268002955.014,68.303,9,0.06
match,'002001,1268002969.932,102.749,12,0.21
match,'002001,1268002971.507,93.507,12,0.26
match,'002001,1268002973.202,86.109,11,0.27
match,'002001,1268002975.773,67.771,10,0.13
match,'003002,1268002977.416,80.932,8,0.06
match,'002001,1268002980.191,40.754,9,0.19
match,'002001,1268002984.003,40.707,8,0.15
match,'003002,1268003024.882,126.578,18,0.20
match,'003002,1268003035.453,113.149,16,0.17
match,'003002,1268003043.835,87.977,13,0.20
match,'003002,1268003046.608,71.021,11,0.13
match,'003002,1268003049.643,68.845,9,0.15
match,'003002,1268003052.175,69.307,8,0.17
match,'003002,1268003055.359,70.624,9,0.09
match,'003002,1268003068.226,77.092,10,0.19
match,'003002,1268003070.269,77.408,9,0.12
match,'002001,1268003075.250,103.532,21,0.13
match,'002001,1268003078.534,101.118,19,0.25
match,'002001,1268003082.959,95.147,17,0.18
match,'002001,1268003089.343,86.438,14,0.21
match,'002001,1268003093.761,68.879,13,0.05
match,'002001,1268003096.347,63.515,12,0.18
match,'002001,1268003098.663,57.278,10,0.24
match,'002001,1268003102.671,47.312,5,0.23
match,'002001,1268003107.105,42.543,4,0.18
match,'003002,1268003145.397,146.537,16,0.11
match,'003002,1268003220.308,217.542,24,0.20
match,'003002,1268003244.523,186.585,20,0.18
match,'003002,1268003256.398,192.172,19,0.23
match,'003002,1268003261.577,154.819,13,0.13
match,'003002,1268003272.905,68.904,9,0.05
match,'003002,1268003289.729,68.229,6,0.11
match,'002001,1268003297.121,114.485,12,0.20
match,'002001,1268003301.252,39.675,3,0.10
match,'002001,1268003306.285,33.380,3,0.16
match,'002001,1268003307.851,28.312,2,0.22
match,'003002,1268003381.156,101.796,12,0.29
match,'003002,1268003385.522,84.982,9,0.13
match,'003002,1268003389.636,85.767,10,0.05
match,'002001,1268003399.675,82.864,9,0.28
match,'002001,1268003406.420,25.264,4,0.18
match,'002001,1268003412.410,22.774,1,0.14
match,'002001,1268003419.449,21.926,1,0.15
match,'003002,1268003420.660,92.299,10,0.20
match,'002001,1268003440.190,21.292,6,0.26
match,'003002,1268003477.487,122.393,18,0.03
match,'003002,1268003478.901,118.759,17,0.21
match,'003002,1268003482.375,98.178,15,0.28
match,'003002,1268003487.674,67.627,13,0.16
match,'002001,1268003529.058,106.333,12,0.28
match,'002001,1268003530.253,99.242,10,0.09
match,'003002,1268003540.542,105.588,21,0.13
match,'003002,1268003575.799,136.751,22,0.27
match,'003002,1268003580.453,139.373,21,0.10
match,'003002,1268003587.867,105.912,17,0.26
match,'003002,1268003589.781,95.319,13,0.28
match,'003002,1268003596.566,78.027,11,0.09
match,'003002,1268003599.959,78.692,10,0.12
match,'003002,1268003601.304,77.719,10,0.14
match,'003002,1268003604.042,77.769,10,0.08
match,'003002,1268003607.160,77.174,9,0.16
match,'002001,1268003612.901,37.102,12,0.18
match,'002001,1268003617.925,32.715,10,0.06
match,'003002,1268003618.140,80.607,6,0.20
match,'002001,1268003636.143,34.839,7,0.23
match,'002001,1268003638.761,31.601,5,0.26
match,'002001,1268003648.144,30.004,3,0.28
match,'003002,1268003678.093,29.139,4,0.05
match,'003002,1268003719.082,67.416,8,0.21
match,'002001,1268003726.156,75.555,14,0.14
match,'002001,1268003727.781,33.141,7,0.21
match,'002001,1268003729.729,21.729,4,0.19
match,'003002,1268003815.561,105.856,14,0.15
match,'003002,1268003820.433,91.619,12,0.16
match,'003002,1268003828.342,76.106,6,0.14
match,'002001,1268003830.546,44.109,9,0.15
match,'002001,1268003839.709,21.506,3,0.17
match,'003002,1268003847.963,91.487,7,0.17
match,'003002,1268003849.820,34.881,3,0.28
