type,id,time,travelTime,carsInSegment,score
match,'003002,1267988342.929,66.521,5,0.19
match,'002001,1267988363.913,73.903,9,0.28
match,'002001,1267988372.078,78.149,8,0.12
match,'002001,1267988375.000,32.071,4,0.18
match,'002001,1267988377.347,30.898,3,0.18
match,'003002,1267988377.901,83.378,3,0.11
match,'003002,1267988382.909,82.056,3,0.14
match,'002001,1267988397.980,20.079,2,0.12
match,'003002,1267988421.378,38.884,7,0.25
match,'003002,1267988454.507,70.328,10,0.17
match,'003002,1267988456.022,65.053,9,0.28
match,'003002,1267988467.089,67.783,5,0.12
match,'002001,1267988469.921,35.949,9,0.16
match,'002001,1267988480.175,22.641,3,0.09
match,'003002,1267988539.195,137.398,11,0.25
match,'003002,1267988546.167,112.019,9,0.08
match,'003002,1267988553.026,63.307,4,0.04
match,'003002,1267988559.480,66.098,3,0.18
match,'002001,1267988577.078,37.883,5,0.29
match,'003002,1267988610.132,71.194,7,0.24
match,'003002,1267988645.195,65.671,7,0.16
match,'003002,1267988653.089,71.136,6,0.12
match,'002001,1267988654.347,46.919,5,0.22
match,'003002,1267988659.230,74.369,6,0.12
match,'003002,1267988677.347,72.681,4,0.15
match,'002001,1267988689.371,74.149,8,0.26
match,'002001,1267988692.753,47.558,7,0.10
match,'002001,1267988700.539,23.192,1,0.14
match,'003002,1267988756.234,82.068,7,0.22
match,'003002,1267988799.230,117.286,8,0.17
match,'003002,1267988814.281,89.045,7,0.20
match,'002001,1267988819.187,38.789,4,0.25
match,'002001,1267988829.519,17.696,1,0.18
match,'003002,1267988839.440,89.308,7,0.18
match,'003002,1267988893.613,121.519,13,0.22
match,'003002,1267988917.479,74.190,8,0.17
match,'003002,1267988924.492,74.334,10,0.09
match,'003002,1267988933.664,77.670,11,0.17
match,'003002,1267988937.011,78.184,13,0.09
match,'003002,1267988938.959,78.318,12,0.06
match,'002001,1267988942.652,101.594,13,0.23
match,'002001,1267988957.050,30.087,5,0.28
match,'003002,1267989012.624,150.445,18,0.16
match,'003002,1267989024.796,102.796,17,0.13
match,'002001,1267989026.562,49.239,4,0.05
match,'003002,1267989029.195,94.610,12,0.11
match,'003002,1267989030.834,94.897,11,0.26
match,'003002,1267989032.885,94.253,9,0.05
match,'002001,1267989034.768,22.144,7,0.17
match,'003002,1267989035.632,68.068,6,0.16
match,'002001,1267989036.074,17.739,7,0.24
match,'002001,1267989051.464,18.579,2,0.22
match,'002001,1267989116.206,19.968,4,0.25
match,'003002,1267989177.624,208.669,19,0.12
match,'003002,1267989199.117,136.725,9,0.20
match,'003002,1267989233.921,65.709,3,0.06
match,'003002,1267989238.625,63.288,3,0.12
match,'002001,1267989254.515,55.398,4,0.27
match,'002001,1267989256.881,51.140,3,0.27
match,'002001,1267989259.570,35.973,2,0.28
match,'002001,1267989261.351,27.430,1,0.20
match,'003002,1267989268.238,84.160,6,0.05
match,'003002,1267989275.061,32.755,3,0.26
match,'003002,1267989324.862,66.964,3,0.06
match,'003002,1267989347.034,72.931,2,0.03
match,'002001,1267989354.471,75.038,10,0.07
match,'002001,1267989356.112,74.105,9,0.09
match,'002001,1267989362.014,33.975,9,0.08
match,'002001,1267989365.202,24.757,6,0.24
match,'002001,1267989370.510,23.476,3,0.09
match,'002001,1267989393.609,41.708,3,0.16
match,'003002,1267989443.074,149.926,13,0.16
match,'003002,1267989445.558,88.541,10,0.07
match,'003002,1267989450.698,87.871,7,0.18
match,'003002,1267989457.113,76.903,5,0.07
match,'003002,1267989544.253,154.487,10,0.28
match,'003002,1267989554.406,101.218,9,0.14
match,'002001,1267989567.777,26.735,8,0.21
match,'002001,1267989570.230,25.977,7,0.23
match,'002001,1267989576.674,26.358,4,0.26
match,'002001,1267989582.894,23.801,1,0.04
match,'003002,1267989652.910,130.661,12,0.15
match,'003002,1267989657.440,90.618,10,0.06
match,'003002,1267989662.222,73.331,10,0.26
match,'003002,1267989667.952,70.458,7,0.04
match,'003002,1267989672.367,72.186,6,0.18
match,'002001,1267989679.753,22.313,6,0.26
match,'003002,1267989681.605,72.636,4,0.08
match,'002001,1267989687.378,19.426,4,0.25
match,'002001,1267989690.484,19.610,3,0.25
match,'002001,1267989693.835,21.468,2,0.27
match,'003002,1267989703.667,6.308,2,0.25
match,'002001,1267989723.566,19.899,2,0.25
match,'003002,1267989768.468,68.334,8,0.14
match,'003002,1267989778.078,75.499,9,0.12
match,'003002,1267989780.588,70.313,7,0.11
match,'003002,1267989784.573,64.269,5,0.12
match,'002001,1267989798.428,23.057,4,0.13
match,'002001,1267989804.406,19.833,1,0.15
match,'003002,1267989867.937,144.445,14,0.22
match,'003002,1267989869.804,115.991,13,0.15
match,'003002,1267989872.327,94.358,12,0.23
match,'003002,1267989880.210,77.358,11,0.10
match,'003002,1267989881.875,77.437,10,0.07
match,'002001,1267989904.410,36.473,9,0.25
match,'002001,1267989906.175,25.965,4,0.13
match,'003002,1267989909.085,84.287,9,0.28
match,'003002,1267989910.843,79.498,8,0.28
match,'002001,1267989931.721,17.604,0,0.20
match,'003002,1267989970.433,136.439,15,0.07
match,'003002,1267989973.191,109.145,13,0.19
match,'003002,1267989977.871,91.786,8,0.04
match,'003002,1267989995.827,72.474,6,0.25
match,'003002,1267990002.831,68.823,4,0.14
match,'002001,1267990006.996,46.427,11,0.22
match,'002001,1267990012.394,31.727,7,0.20
match,'002001,1267990021.565,18.734,2,0.16
match,'002001,1267990023.964,18.808,1,0.22
match,'002001,1267990037.557,22.206,2,0.20
match,'003002,1267990075.886,109.512,11,0.21
match,'003002,1267990080.152,112.026,10,0.17
match,'003002,1267990114.804,76.615,10,0.12
match,'002001,1267990118.596,79.491,10,0.22
match,'003002,1267990120.874,76.748,8,0.03
match,'003002,1267990122.500,76.881,8,0.02
match,'002001,1267990123.706,81.769,11,0.28
match,'002001,1267990130.698,60.106,9,0.24
match,'002001,1267990134.035,53.883,7,0.18
match,'002001,1267990145.761,30.957,5,0.23
match,'003002,1267990198.191,149.393,19,0.20
match,'003002,1267990206.214,100.697,18,0.13
match,'003002,1267990208.386,98.339,16,0.08
match,'003002,1267990210.601,97.344,15,0.16
match,'003002,1267990216.839,92.019,12,0.23
match,'002001,1267990221.460,23.269,7,0.24
match,'002001,1267990227.800,23.212,7,0.26
match,'002001,1267990240.846,21.753,1,0.19
match,'003002,1267990240.913,109.669,14,0.21
match,'003002,1267990243.437,109.521,13,0.17
match,'002001,1267990244.295,21.995,2,0.18
match,'003002,1267990249.812,93.303,8,0.19
match,'003002,1267990288.296,90.607,8,0.20
match,'003002,1267990294.734,95.006,7,0.12
match,'003002,1267990299.273,73.943,6,0.19
match,'003002,1267990308.312,61.639,3,0.14
match,'002001,1267990333.203,79.633,8,0.17
match,'003002,1267990335.721,72.769,5,0.04
match,'002001,1267990340.980,46.246,5,0.18
match,'002001,1267990354.795,55.522,4,0.18
match,'003002,1267990417.659,105.441,17,0.11
match,'003002,1267990422.265,85.280,14,0.24
match,'003002,1267990425.659,86.064,14,0.09
match,'003002,1267990427.984,82.154,11,0.08
match,'003002,1267990432.238,81.057,8,0.10
match,'003002,1267990438.390,80.412,6,0.06
match,'003002,1267990440.901,78.485,4,0.06
match,'002001,1267990441.319,87.277,14,0.15
match,'002001,1267990456.832,28.848,5,0.15
match,'002001,1267990459.635,27.397,4,0.13
match,'003002,1267990473.964,35.800,10,0.14
match,'003002,1267990531.678,80.512,12,0.21
match,'002001,1267990535.769,97.379,17,0.17
match,'003002,1267990537.128,83.002,11,0.08
match,'003002,1267990538.687,83.054,10,0.18
match,'002001,1267990539.617,67.728,11,0.17
match,'003002,1267990540.342,77.802,7,0.27
match,'003002,1267990542.428,75.670,5,0.07
match,'002001,1267990542.753,62.961,10,0.24
match,'002001,1267990544.944,63.101,9,0.16
match,'003002,1267990576.160,104.637,8,0.09
match,'003002,1267990579.518,103.909,6,0.16
match,'003002,1267990595.582,67.487,5,0.22
match,'003002,1267990640.480,78.830,2,0.28
match,'002001,1267990662.386,66.804,5,0.28
match,'003002,1267990686.960,112.905,10,0.28
match,'003002,1267990712.924,129.430,13,0.18
match,'003002,1267990716.772,68.731,12,0.08
match,'003002,1267990737.350,65.054,9,0.02
match,'003002,1267990741.296,62.235,6,0.10
match,'003002,1267990754.882,71.194,7,0.06
match,'003002,1267990759.593,73.248,9,0.18
match,'003002,1267990768.070,72.421,6,0.25
match,'002001,1267990769.996,137.692,15,0.25
match,'002001,1267990772.089,48.320,6,0.07
match,'002001,1267990777.925,36.629,4,0.18
match,'002001,1267990781.846,26.964,3,0.14
match,'003002,1267990837.761,140.355,14,0.06
match,'002001,1267990847.963,88.370,6,0.21
match,'003002,1267990851.257,93.685,10,0.07
match,'002001,1267990866.207,98.137,5,0.14
match,'002001,1267990870.249,82.250,4,0.17
match,'003002,1267990898.339,94.659,12,0.02
match,'003002,1267990955.191,93.207,10,0.18
match,'003002,1267990976.703,108.257,11,0.22
match,'002001,1267990982.464,139.594,15,0.19
match,'002001,1267990984.269,54.953,9,0.21
match,'002001,1267990987.878,49.262,6,0.17
match,'003002,1267990989.101,80.803,9,0.08
match,'002001,1267990989.273,42.638,6,0.21
match,'002001,1267990995.199,37.470,4,0.28
match,'002001,1267991003.183,26.480,2,0.16
match,'003002,1267991036.757,123.874,15,0.29
match,'003002,1267991043.679,58.787,8,0.07
match,'003002,1267991078.218,67.735,6,0.15
match,'003002,1267991080.679,60.663,4,0.24
match,'003002,1267991181.959,72.592,7,0.07
match,'003002,1267991282.746,94.010,14,0.18
match,'003002,1267991288.042,89.269,9,0.13
match,'003002,1267991387.480,135.838,6,0.10
match,'003002,1267991390.605,112.322,5,0.20
match,'003002,1267991392.605,73.064,3,0.16
match,'002001,1267991426.390,38.910,3,0.18
match,'003002,1267991489.085,55.640,6,0.17
match,'002001,1267991513.722,24.637,0,0.15
match,'003002,1267991660.100,111.982,13,0.18
match,'003002,1267991665.125,109.382,11,0.25
match,'003002,1267991705.503,121.713,11,0.26
match,'003002,1267991735.281,72.624,7,0.26
match,'003002,1267991741.338,75.056,7,0.18
match,'003002,1267991744.460,75.943,6,0.21
match,'003002,1267991821.745,150.908,18,0.06
match,'003002,1267991824.578,111.467,17,0.22
match,'003002,1267991833.660,118.519,17,0.08
match,'003002,1267991836.449,75.487,13,0.04
match,'003002,1267991840.605,45.932,6,0.24
match,'003002,1267991842.160,24.528,3,0.22
match,'002001,1267991849.687,22.255,7,0.20
match,'003002,1267991876.609,11.353,3,0.08
match,'002001,1267991918.027,84.367,11,0.18
match,'003002,1267991928.612,58.267,10,0.28
match,'002001,1267991947.616,85.331,10,0.16
match,'002001,1267991956.453,45.947,6,0.13
match,'002001,1267991959.870,26.016,3,0.12
match,'003002,1267991974.448,101.473,15,0.11
match,'003002,1267991976.937,100.663,14,0.16
match,'003002,1267991983.046,27.702,8,0.25
match,'002001,1267991989.968,17.465,5,0.26
match,'003002,1267992029.640,70.326,10,0.12
match,'003002,1267992033.917,70.595,9,0.08
match,'002001,1267992041.289,61.551,10,0.26
match,'003002,1267992053.882,73.701,5,0.20
match,'002001,1267992054.902,70.192,10,0.08
match,'003002,1267992055.761,73.794,4,0.07
match,'002001,1267992062.897,61.538,8,0.12
match,'002001,1267992065.722,31.805,4,0.09
match,'003002,1267992091.308,105.986,13,0.23
match,'003002,1267992139.838,72.698,11,0.14
match,'003002,1267992154.323,76.691,10,0.19
match,'003002,1267992156.148,74.984,8,0.13
match,'003002,1267992158.578,71.617,6,0.12
match,'002001,1267992166.241,71.531,11,0.08
match,'002001,1267992168.589,71.383,10,0.15
match,'002001,1267992202.207,6.419,2,0.22
match,'003002,1267992236.203,86.007,14,0.19
match,'003002,1267992242.968,70.951,13,0.26
match,'003002,1267992272.140,68.381,7,0.06
match,'002001,1267992281.859,79.043,9,0.17
match,'002001,1267992285.500,52.473,6,0.10
match,'003002,1267992293.463,85.852,9,0.17
match,'002001,1267992295.382,41.289,4,0.21
match,'003002,1267992359.038,140.757,15,0.26
match,'003002,1267992367.351,75.146,8,0.08
match,'003002,1267992370.062,73.982,7,0.05
match,'003002,1267992371.929,73.117,6,0.04
match,'003002,1267992374.910,72.137,5,0.15
match,'002001,1267992387.269,93.806,12,0.17
match,'002001,1267992389.246,93.513,11,0.16
match,'002001,1267992391.117,89.048,10,0.26
match,'002001,1267992396.589,29.238,3,0.16
match,'002001,1267992399.421,29.359,3,0.26
match,'003002,1267992402.914,88.764,9,0.29
match,'002001,1267992404.885,29.975,3,0.19
match,'002001,1267992420.632,17.718,5,0.29
match,'002001,1267992423.464,17.988,4,0.02
match,'003002,1267992440.031,46.368,5,0.21
match,'002001,1267992503.605,63.574,6,0.26
match,'002001,1267992507.109,55.367,6,0.16
match,'002001,1267992508.592,53.413,5,0.27
match,'002001,1267992510.332,4.532,0,0.21
match,'003002,1267992531.480,130.604,12,0.28
match,'003002,1267992544.332,44.409,6,0.23
match,'003002,1267992574.698,72.168,6,0.05
match,'003002,1267992576.964,70.744,5,0.18
match,'003002,1267992578.940,71.065,5,0.22
match,'002001,1267992607.554,76.074,10,0.16
match,'002001,1267992611.453,48.536,6,0.22
match,'002001,1267992616.495,37.555,2,0.17
match,'003002,1267992670.871,84.857,11,0.07
match,'002001,1267992714.264,55.896,1,0.25
match,'003002,1267992739.546,109.039,16,0.06
match,'003002,1267992741.827,74.991,10,0.11
match,'003002,1267992773.757,104.045,12,0.28
match,'003002,1267992779.246,81.520,10,0.00
match,'003002,1267992781.335,81.740,9,0.06
match,'003002,1267992783.421,61.787,5,0.21
match,'003002,1267992799.082,53.854,2,0.14
match,'002001,1267992820.406,43.324,6,0.09
match,'002001,1267992822.854,41.519,4,0.08
match,'002001,1267992827.746,28.664,0,0.09
match,'003002,1267992898.699,90.254,11,0.15
match,'003002,1267992903.335,65.662,11,0.12
match,'003002,1267992912.444,67.632,9,0.09
match,'002001,1267992918.495,82.269,13,0.25
match,'002001,1267992924.553,33.386,8,0.23
match,'003002,1267992954.846,103.274,16,0.12
match,'003002,1267992962.898,10.711,2,0.20
match,'003002,1267993011.963,52.721,6,0.22
match,'002001,1267993026.995,121.863,19,0.25
match,'002001,1267993034.082,54.469,9,0.15
match,'002001,1267993042.416,30.453,5,0.16
match,'003002,1267993103.031,136.126,20,0.10
match,'003002,1267993104.703,99.413,18,0.25
match,'003002,1267993107.225,96.692,16,0.23
match,'003002,1267993113.292,98.760,15,0.21
match,'003002,1267993128.768,81.524,12,0.08
match,'003002,1267993131.484,81.124,10,0.11
match,'003002,1267993137.389,83.286,10,0.06
match,'002001,1267993143.738,45.582,10,0.14
match,'002001,1267993149.002,44.299,8,0.27
match,'003002,1267993225.363,152.521,16,0.16
match,'003002,1267993229.281,137.632,14,0.13
match,'003002,1267993232.527,97.567,13,0.11
match,'003002,1267993240.421,83.388,13,0.22
match,'003002,1267993246.371,85.198,12,0.19
match,'002001,1267993250.289,24.926,7,0.29
match,'003002,1267993332.928,86.153,12,0.10
match,'003002,1267993344.152,87.698,10,0.12
match,'002001,1267993361.667,90.235,10,0.18
match,'003002,1267993387.468,119.490,15,0.19
match,'003002,1267993390.507,119.201,14,0.08
match,'003002,1267993397.808,118.496,14,0.11
match,'003002,1267993399.420,118.092,13,0.20
match,'003002,1267993403.456,16.236,2,0.20
match,'003002,1267993444.250,49.767,2,0.28
match,'002001,1267993458.956,71.488,17,0.17
match,'002001,1267993468.250,68.830,12,0.20
match,'002001,1267993470.648,67.192,10,0.19
match,'003002,1267993533.381,105.473,15,0.23
match,'003002,1267993561.507,84.226,12,0.20
match,'003002,1267993568.187,80.264,8,0.10
match,'002001,1267993583.671,171.148,20,0.20
match,'002001,1267993589.621,169.801,18,0.26
match,'003002,1267993591.453,93.288,7,0.11
match,'003002,1267993663.631,92.232,13,0.11
match,'003002,1267993666.437,68.576,10,0.28
match,'003002,1267993680.413,79.091,13,0.13
match,'002001,1267993698.452,259.331,33,0.15
match,'003002,1267993748.625,106.186,15,0.10
match,'003002,1267993762.203,90.694,13,0.14
match,'003002,1267993765.999,91.649,13,0.16
match,'003002,1267993768.312,91.492,13,0.19
match,'003002,1267993775.304,77.461,6,0.25
match,'003002,1267993782.230,81.941,5,0.07
match,'002001,1267993782.854,249.473,43,0.15
match,'002001,1267993788.288,247.851,42,0.19
match,'002001,1267993792.252,36.159,8,0.10
match,'002001,1267993794.311,28.312,6,0.26
match,'002001,1267993797.924,22.620,4,0.07
match,'002001,1267993801.085,17.703,0,0.19
match,'003002,1267993873.499,157.640,16,0.16
match,'003002,1267993887.671,85.382,12,0.11
match,'003002,1267993891.074,85.364,12,0.17
match,'002001,1267993895.125,62.661,13,0.13
match,'002001,1267993912.737,41.710,7,0.20
match,'002001,1267993920.246,42.610,4,0.16
match,'003002,1267993923.750,110.288,18,0.06
match,'002001,1267993925.777,38.106,3,0.24
match,'003002,1267993926.625,102.164,17,0.11
match,'002001,1267993929.952,6.202,1,0.13
match,'003002,1267993962.316,114.301,19,0.19
match,'003002,1267993970.679,79.076,15,0.18
match,'003002,1267993989.042,70.746,13,0.14
match,'002001,1267994001.246,58.911,11,0.11
match,'002001,1267994009.167,53.109,8,0.16
match,'003002,1267994024.492,65.928,10,0.27
match,'002001,1267994026.183,37.141,3,0.05
match,'003002,1267994030.531,3.733,1,0.21
match,'002001,1267994115.371,8.431,2,0.27
match,'002001,1267994146.375,34.599,9,0.28
match,'002001,1267994148.581,19.567,7,0.21
match,'003002,1267994205.156,99.920,9,0.08
match,'003002,1267994212.038,72.492,6,0.25
match,'003002,1267994214.191,71.059,5,0.04
match,'003002,1267994215.847,69.745,4,0.11
match,'002001,1267994226.854,71.839,14,0.16
match,'002001,1267994230.332,41.707,12,0.08
match,'002001,1267994232.643,41.319,11,0.19
match,'003002,1267994308.343,74.521,15,0.12
match,'003002,1267994315.877,71.237,11,0.27
match,'003002,1267994319.018,71.800,9,0.17
match,'002001,1267994329.050,134.793,27,0.22
match,'002001,1267994330.729,125.573,23,0.20
match,'002001,1267994335.363,47.895,8,0.10
match,'002001,1267994349.863,50.282,10,0.18
match,'002001,1267994352.467,44.124,8,0.16
match,'003002,1267994361.722,100.252,11,0.28
match,'003002,1267994363.284,80.150,10,0.26
match,'002001,1267994365.218,22.164,4,0.17
match,'003002,1267994375.070,90.093,9,0.28
match,'002001,1267994411.000,47.716,1,0.14
match,'003002,1267994423.128,133.080,11,0.15
match,'003002,1267994424.515,131.740,9,0.07
match,'003002,1267994426.760,65.594,3,0.04
match,'002001,1267994442.549,25.155,5,0.23
match,'002001,1267994452.502,27.987,2,0.19
match,'002001,1267994454.699,27.939,2,0.24
match,'003002,1267994511.381,124.349,19,0.17
match,'003002,1267994524.834,78.059,11,0.27
match,'002001,1267994537.355,73.305,7,0.23
match,'003002,1267994723.612,57.331,10,0.27
match,'003002,1267994728.995,53.347,8,0.27
match,'002001,1267994777.042,29.656,0,0.08
match,'003002,1267994791.695,41.210,10,0.23
match,'003002,1267994811.078,48.975,9,0.28
match,'003002,1267994841.281,65.196,11,0.27
match,'003002,1267994842.827,64.693,10,0.28
match,'002001,1267994857.582,65.887,8,0.27
match,'002001,1267994872.159,54.214,6,0.23
match,'002001,1267994888.550,47.269,4,0.08
match,'003002,1267994889.241,97.506,15,0.23
match,'003002,1267994914.252,21.526,7,0.26
match,'003002,1267994953.756,59.606,6,0.14
match,'003002,1267994960.311,62.421,5,0.21
match,'002001,1267994983.507,77.501,13,0.24
match,'002001,1267994989.386,49.656,9,0.19
match,'002001,1267994995.707,35.396,5,0.05
match,'003002,1267994999.562,99.017,10,0.06
match,'003002,1267995001.265,92.764,7,0.10
match,'003002,1267995053.351,84.029,12,0.14
match,'003002,1267995063.058,68.025,12,0.28
match,'003002,1267995064.890,68.234,11,0.19
match,'003002,1267995076.832,75.588,9,0.23
match,'002001,1267995080.690,76.871,13,0.18
match,'002001,1267995084.492,77.192,11,0.17
match,'002001,1267995086.796,75.343,9,0.27
match,'002001,1267995090.414,46.036,8,0.23
match,'003002,1267995099.292,92.189,13,0.20
match,'002001,1267995099.730,22.898,1,0.26
match,'003002,1267995104.265,90.896,12,0.14
match,'003002,1267995116.218,57.388,10,0.22
match,'003002,1267995151.187,71.912,10,0.24
match,'003002,1267995173.093,83.420,11,0.17
match,'003002,1267995175.414,80.381,11,0.12
match,'002001,1267995192.378,93.086,17,0.26
match,'002001,1267995197.308,89.605,15,0.18
match,'002001,1267995211.604,90.128,11,0.28
match,'002001,1267995215.480,2.313,0,0.28
match,'003002,1267995250.148,152.623,23,0.15
match,'003002,1267995268.459,116.137,17,0.21
match,'003002,1267995271.002,90.792,13,0.17
match,'003002,1267995272.967,74.109,11,0.24
match,'003002,1267995284.804,75.953,7,0.05
match,'003002,1267995287.648,75.584,6,0.23
match,'003002,1267995289.144,75.559,6,0.28
match,'003002,1267995291.545,72.294,5,0.05
match,'002001,1267995305.066,36.607,8,0.27
match,'002001,1267995310.604,37.637,7,0.23
match,'002001,1267995317.824,10.091,0,0.27
match,'003002,1267995358.846,124.563,13,0.25
match,'003002,1267995376.175,127.713,12,0.18
match,'003002,1267995377.859,61.318,10,0.23
match,'003002,1267995395.375,73.062,8,0.21
match,'003002,1267995396.402,72.611,7,0.06
match,'002001,1267995400.948,68.167,14,0.23
match,'002001,1267995403.207,45.879,14,0.20
match,'003002,1267995403.546,72.240,4,0.10
match,'002001,1267995404.948,43.804,12,0.14
match,'002001,1267995423.506,0.644,0,0.21
match,'003002,1267995432.659,15.751,2,0.28
match,'003002,1267995494.448,65.853,8,0.10
match,'002001,1267995513.738,81.079,12,0.26
match,'002001,1267995519.249,56.749,7,0.09
match,'002001,1267995525.311,43.917,5,0.26
match,'003002,1267995548.183,116.994,20,0.19
match,'003002,1267995550.324,108.973,18,0.24
match,'003002,1267995595.722,144.377,20,0.19
match,'002001,1267995603.214,115.023,15,0.28
match,'003002,1267995603.683,95.847,17,0.20
match,'003002,1267995607.273,94.139,15,0.05
match,'003002,1267995622.425,86.588,16,0.25
match,'002001,1267995624.738,111.008,15,0.15
match,'003002,1267995624.773,78.436,12,0.27
match,'003002,1267995637.815,88.355,11,0.04
match,'002001,1267995642.659,35.386,6,0.25
match,'002001,1267995656.792,18.977,4,0.20
match,'002001,1267995660.433,20.262,3,0.03
match,'003002,1267995689.398,137.662,18,0.21
match,'003002,1267995694.213,140.094,17,0.23
match,'003002,1267995698.370,78.753,10,0.08
match,'003002,1267995709.838,73.094,9,0.08
match,'003002,1267995716.730,71.659,7,0.18
match,'003002,1267995723.023,64.007,5,0.10
match,'002001,1267995727.410,38.012,8,0.27
match,'002001,1267995731.082,36.869,7,0.17
match,'002001,1267995737.082,27.244,4,0.19
match,'002001,1267995739.164,25.563,3,0.28
match,'002001,1267995742.625,19.602,1,0.27
match,'002001,1267995744.621,19.611,0,0.26
match,'003002,1267995764.308,51.042,12,0.26
match,'003002,1267995792.347,75.675,13,0.20
match,'003002,1267995798.987,70.650,10,0.28
match,'003002,1267995813.226,74.483,9,0.20
match,'003002,1267995830.214,82.738,8,0.22
match,'002001,1267995835.636,71.328,10,0.20
match,'002001,1267995840.515,48.168,9,0.21
match,'003002,1267995840.913,14.172,2,0.24
match,'002001,1267995862.370,21.457,3,0.15
match,'003002,1267995926.135,71.964,6,0.17
match,'003002,1267995932.022,70.616,5,0.02
match,'003002,1267995942.670,77.179,4,0.03
match,'002001,1267995960.292,92.332,13,0.28
match,'002001,1267995962.367,53.539,11,0.20
match,'002001,1267995966.140,34.118,5,0.09
match,'003002,1267996021.745,97.314,10,0.21
match,'003002,1267996035.959,68.639,11,0.11
match,'003002,1267996039.897,70.319,11,0.12
match,'003002,1267996042.827,66.094,9,0.21
match,'002001,1267996061.941,87.805,10,0.12
match,'002001,1267996064.760,43.015,7,0.29
match,'002001,1267996069.773,16.723,0,0.17
match,'003002,1267996098.038,109.000,14,0.24
match,'003002,1267996113.917,84.822,13,0.19
match,'002001,1267996171.815,76.730,6,0.21
match,'002001,1267996174.250,64.942,3,0.12
match,'002001,1267996393.718,19.274,2,0.07
match,'003002,1267996402.484,2.275,1,0.11
match,'003002,1267996445.709,31.215,3,0.25
match,'003002,1267996480.835,39.335,5,0.24
match,'002001,1267996486.117,75.634,12,0.27
match,'002001,1267996497.019,33.668,3,0.17
match,'002001,1267996500.472,23.004,2,0.23
match,'002001,1267996507.433,20.527,1,0.05
match,'003002,1267996516.285,39.666,9,0.26
match,'002001,1267996599.272,88.214,12,0.20
match,'002001,1267996601.894,85.609,10,0.10
match,'002001,1267996603.574,85.731,9,0.23
match,'002001,1267996609.417,56.074,4,0.16
match,'003002,1267996627.507,131.532,23,0.17
match,'003002,1267996632.343,118.865,21,0.06
match,'003002,1267996634.269,118.559,20,0.19
match,'003002,1267996636.167,117.215,20,0.20
match,'003002,1267996638.405,117.046,19,0.11
match,'003002,1267996641.311,114.396,18,0.07
match,'003002,1267996674.203,86.733,19,0.17
match,'003002,1267996679.640,76.555,15,0.22
match,'003002,1267996685.429,68.303,13,0.11
match,'003002,1267996694.125,73.634,13,0.10
match,'003002,1267996695.600,72.302,12,0.26
match,'002001,1267996710.328,150.778,22,0.22
match,'002001,1267996713.289,125.735,21,0.28
match,'002001,1267996719.183,77.872,10,0.25
match,'002001,1267996720.874,77.648,9,0.08
match,'002001,1267996722.291,67.273,7,0.11
match,'002001,1267996724.062,67.477,6,0.14
match,'003002,1267996725.312,93.586,16,0.19
match,'003002,1267996731.987,95.636,16,0.16
match,'003002,1267996772.339,106.166,16,0.26
match,'003002,1267996787.867,98.444,17,0.26
match,'002001,1267996797.291,101.691,10,0.06
match,'002001,1267996804.402,76.321,9,0.18
match,'002001,1267996805.492,71.492,7,0.19
match,'002001,1267996815.795,33.897,5,0.29
match,'002001,1267996817.339,32.730,4,0.09
match,'003002,1267996830.569,115.390,16,0.05
match,'003002,1267996836.902,113.425,17,0.06
match,'003002,1267996840.277,100.300,14,0.17
match,'003002,1267996860.213,118.517,17,0.13
match,'003002,1267996868.909,89.533,13,0.28
match,'002001,1267996890.191,28.043,2,0.16
match,'002001,1267996915.729,46.820,2,0.25
match,'003002,1267996924.609,92.991,11,0.20
match,'003002,1267996928.183,93.348,9,0.08
match,'003002,1267996940.363,95.488,10,0.08
match,'002001,1267996984.862,58.737,6,0.18
match,'003002,1267996999.959,128.427,15,0.25
match,'003002,1267997011.914,92.593,12,0.22
match,'003002,1267997017.920,80.921,11,0.05
match,'003002,1267997020.812,75.312,8,0.16
match,'002001,1267997021.390,17.684,6,0.23
match,'003002,1267997023.191,75.815,7,0.20
match,'003002,1267997096.496,144.979,14,0.19
match,'003002,1267997117.875,100.577,11,0.27
match,'003002,1267997123.604,80.347,8,0.15
match,'003002,1267997124.937,79.787,7,0.11
match,'003002,1267997129.144,68.692,3,0.27
match,'002001,1267997147.753,77.859,12,0.22
match,'002001,1267997164.062,39.125,4,0.21
match,'002001,1267997167.733,32.335,0,0.28
match,'003002,1267997177.453,73.726,10,0.19
match,'003002,1267997210.909,60.863,12,0.25
match,'003002,1267997226.855,74.966,17,0.18
match,'003002,1267997229.398,70.334,15,0.05
match,'003002,1267997231.815,66.565,13,0.10
match,'003002,1267997238.432,67.878,11,0.08
match,'002001,1267997241.635,71.030,14,0.24
match,'002001,1267997246.308,41.922,8,0.21
match,'002001,1267997250.753,21.355,2,0.25
match,'002001,1267997255.042,23.227,1,0.13
match,'003002,1267997271.222,99.033,20,0.10
match,'003002,1267997333.987,138.371,29,0.05
match,'003002,1267997337.534,118.924,25,0.20
match,'003002,1267997345.121,124.458,24,0.18
match,'003002,1267997346.449,87.706,17,0.14
match,'003002,1267997350.570,80.787,12,0.11
match,'002001,1267997356.515,37.802,10,0.13
match,'002001,1267997359.167,38.054,9,0.20
match,'002001,1267997363.838,26.304,5,0.12
